                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.2251,                0.61204,                 0.9987,                0.99444,                0.99815,                  0.995,                0.87935,                0.56706,                0.31991,                0.81219,             0.00047031,             0.00047031,             0.00047031
                     27,                 1.2205,                0.62803,                 1.0153,                0.99218,                0.99847,                  0.995,                0.87379,                0.60371,                0.33227,                0.81492,             0.00046413,             0.00046413,             0.00046413
                     28,                 1.2288,                0.62391,                  1.029,                0.99235,                0.99202,                  0.995,                0.86133,                0.62417,                0.32859,                0.81934,             0.00045794,             0.00045794,             0.00045794
                     29,                 1.1948,                0.59967,                 1.0167,                0.98145,                0.99372,                  0.995,                0.87913,                0.55956,                0.33057,                0.80802,             0.00045175,             0.00045175,             0.00045175
                     30,                  1.168,                0.59168,                0.99363,                0.98166,                0.97996,                0.99478,                0.88214,                0.55614,                0.31585,                0.81093,             0.00044556,             0.00044556,             0.00044556
                     31,                 1.1332,                0.55227,                0.99504,                0.97385,                 0.9919,                0.99414,                0.88832,                0.55186,                0.32922,                0.80991,             0.00043937,             0.00043937,             0.00043937
                     32,                 1.1656,                0.57297,                0.98278,                 0.9918,                0.99593,                  0.995,                0.88713,                0.56194,                0.29938,                0.80865,             0.00043319,             0.00043319,             0.00043319
                     33,                 1.1309,                0.56141,                0.97823,                0.98161,                0.98878,                  0.995,                0.88639,                0.56294,                0.31374,                0.80999,               0.000427,               0.000427,               0.000427
                     34,                 1.1319,                  0.566,                0.97362,                0.97092,                 0.9776,                0.99352,                0.87051,                0.57785,                0.32963,                0.81111,             0.00042081,             0.00042081,             0.00042081
                     35,                 1.1373,                0.56231,                0.97808,                0.98099,                0.98913,                0.99458,                0.88673,                0.58183,                0.31408,                0.81092,             0.00041462,             0.00041462,             0.00041462
                     36,                 1.1645,                0.56636,                0.99543,                0.99537,                0.99777,                  0.995,                0.88702,                 0.5709,                0.30329,                0.80992,             0.00040844,             0.00040844,             0.00040844
                     37,                 1.1142,                0.57251,                 0.9787,                0.99552,                0.99245,                  0.995,                0.89003,                 0.5701,                0.29775,                0.81101,             0.00040225,             0.00040225,             0.00040225
                     38,                  1.114,                0.55404,                0.98807,                0.99563,                      1,                  0.995,                0.88037,                0.56995,                0.28857,                0.81335,             0.00039606,             0.00039606,             0.00039606
                     39,                 1.1509,                0.54597,                0.98463,                0.99417,                0.99741,                  0.995,                0.88173,                 0.5858,                0.29948,                0.81459,             0.00038988,             0.00038988,             0.00038988
                     40,                 1.0885,                0.52612,                0.96564,                0.99126,                0.99386,                  0.995,                0.89368,                0.55038,                0.29609,                0.81013,             0.00038369,             0.00038369,             0.00038369
                     41,                  1.155,                 0.5507,                0.98701,                0.99049,                0.99593,                0.99495,                 0.8884,                0.55462,                0.30691,                0.81205,              0.0003775,              0.0003775,              0.0003775
                     42,                 1.0738,                0.52326,                0.97282,                0.98129,                0.98832,                0.98729,                0.88166,                 0.5475,                0.31945,                0.80972,             0.00037131,             0.00037131,             0.00037131
                     43,                 1.0442,                0.49889,                 0.9488,                0.98715,                0.98519,                0.98667,                0.88002,                0.52818,                0.30227,                0.80558,             0.00036513,             0.00036513,             0.00036513
                     44,                 1.1184,                0.51018,                 1.0036,                0.99135,                0.99068,                0.99343,                 0.8931,                0.54115,                0.29069,                0.80668,             0.00035894,             0.00035894,             0.00035894
                     45,                 1.0952,                0.52596,                0.97106,                0.99387,                0.99212,                0.99436,                0.89571,                0.52242,                0.28216,                0.80529,             0.00035275,             0.00035275,             0.00035275
                     46,                  1.009,                0.49805,                0.93933,                 0.9946,                0.99593,                  0.995,                0.88796,                0.54059,                0.28059,                0.80762,             0.00034656,             0.00034656,             0.00034656
                     47,                 1.1157,                0.52309,                0.98184,                0.99373,                0.99817,                  0.995,                0.89163,                0.55417,                0.28347,                0.80974,             0.00034038,             0.00034038,             0.00034038
                     48,                 1.0816,                 0.5122,                0.98467,                0.99432,                      1,                  0.995,                 0.8954,                0.54522,                0.27711,                0.80857,             0.00033419,             0.00033419,             0.00033419
                     49,                 1.0553,                0.50876,                0.96307,                 0.9939,                0.99545,                  0.995,                0.89337,                 0.5301,                0.27187,                0.80559,               0.000328,               0.000328,               0.000328
                     50,                  1.021,                0.50295,                0.94464,                0.99472,                0.99744,                  0.995,                0.88862,                0.54507,                0.26776,                0.81047,             0.00032181,             0.00032181,             0.00032181
                     51,                 1.0329,                 0.4799,                0.95394,                0.99155,                0.99012,                0.99489,                0.89831,                0.53154,                0.27225,                0.80564,             0.00031562,             0.00031562,             0.00031562
                     52,                0.99755,                0.47832,                 0.9393,                0.98846,                0.98155,                  0.995,                0.89643,                0.53684,                 0.2843,                0.80613,             0.00030944,             0.00030944,             0.00030944
                     53,                 1.0127,                0.47814,                  0.947,                0.98461,                0.98731,                  0.995,                0.89328,                0.55168,                0.29786,                0.80845,             0.00030325,             0.00030325,             0.00030325
                     54,                0.99543,                 0.4727,                0.94015,                0.98165,                0.98384,                  0.995,                0.90136,                0.52799,                0.29521,                0.80496,             0.00029706,             0.00029706,             0.00029706
                     55,                0.99281,                0.46679,                0.94765,                0.99536,                0.99952,                  0.995,                0.90148,                0.52366,                0.26357,                0.80457,             0.00029088,             0.00029088,             0.00029088
                     56,                 1.0159,                0.48126,                0.94873,                0.99439,                0.99815,                  0.995,                0.89476,                0.54972,                0.26974,                0.80971,             0.00028469,             0.00028469,             0.00028469
                     57,                0.97558,                0.45862,                0.92737,                0.99622,                      1,                  0.995,                0.89979,                0.51708,                0.26141,                0.80426,              0.0002785,              0.0002785,              0.0002785
                     58,                0.98299,                0.44061,                0.95106,                0.99573,                0.99865,                  0.995,                0.90108,                0.52946,                0.26696,                0.80544,             0.00027231,             0.00027231,             0.00027231
                     59,                0.96474,                0.44491,                0.93229,                0.98801,                0.99531,                  0.995,                0.89376,                 0.5474,                0.27434,                0.80584,             0.00026613,             0.00026613,             0.00026613
                     60,                0.96341,                0.45515,                0.94414,                0.98298,                0.99645,                  0.995,                0.89171,                0.54019,                0.27043,                 0.8075,             0.00025994,             0.00025994,             0.00025994
                     61,                0.98956,                0.45999,                0.92899,                0.99607,                0.99513,                  0.995,                0.90015,                0.53132,                0.26442,                0.80526,             0.00025375,             0.00025375,             0.00025375
                     62,                0.96111,                0.44518,                0.93011,                0.99473,                0.99791,                  0.995,                0.90185,                  0.535,                0.26546,                0.80542,             0.00024756,             0.00024756,             0.00024756
                     63,                0.95176,                0.44375,                 0.9227,                0.99546,                0.99903,                  0.995,                0.90132,                0.52844,                0.26037,                0.80333,             0.00024137,             0.00024137,             0.00024137
                     64,                 0.9324,                0.42845,                0.91981,                0.99619,                      1,                  0.995,                 0.9007,                0.53662,                0.26353,                 0.8064,             0.00023519,             0.00023519,             0.00023519
                     65,                0.94056,                0.45025,                0.92244,                 0.9966,                      1,                  0.995,                0.90052,                0.53475,                0.25466,                0.80435,               0.000229,               0.000229,               0.000229
                     66,                0.96258,                0.44788,                 0.9343,                0.99584,                0.99879,                  0.995,                0.90732,                0.51609,                0.25548,                0.80348,             0.00022281,             0.00022281,             0.00022281
                     67,                0.92833,                0.42568,                0.92176,                0.99586,                0.99729,                  0.995,                 0.9056,                0.52359,                0.24945,                0.80422,             0.00021662,             0.00021662,             0.00021662
                     68,                0.88607,                0.41056,                0.90944,                0.99552,                0.99848,                  0.995,                0.90386,                0.52594,                0.24727,                0.80623,             0.00021044,             0.00021044,             0.00021044
                     69,                0.91064,                 0.4263,                0.90963,                0.99641,                0.99987,                  0.995,                0.90104,                0.53111,                0.25941,                0.80627,             0.00020425,             0.00020425,             0.00020425
                     70,                0.92035,                0.42129,                 0.9149,                0.99698,                      1,                  0.995,                0.90867,                0.52109,                 0.2546,                0.80322,             0.00019806,             0.00019806,             0.00019806
                     71,                0.89778,                 0.4018,                0.91539,                0.99194,                0.99837,                  0.995,                0.89612,                0.53135,                 0.2566,                0.80559,             0.00019188,             0.00019188,             0.00019188
                     72,                0.95672,                0.42631,                0.92339,                0.99302,                0.99542,                  0.995,                0.90413,                0.53057,                0.25909,                0.80405,             0.00018569,             0.00018569,             0.00018569
                     73,                0.87838,                0.40853,                0.90797,                0.98941,                0.99415,                  0.995,                0.90283,                0.52067,                0.25128,                0.80305,              0.0001795,              0.0001795,              0.0001795
                     74,                0.87562,                0.40057,                0.90572,                0.99376,                 0.9942,                  0.995,                0.90603,                0.51229,                0.24856,                0.80323,             0.00017331,             0.00017331,             0.00017331
                     75,                0.85664,                0.38924,                0.90915,                0.99351,                0.99547,                  0.995,                0.90258,                0.52397,                0.25156,                0.80521,             0.00016713,             0.00016713,             0.00016713
                     76,                0.87426,                0.40105,                0.90868,                0.99479,                0.99905,                  0.995,                0.90308,                0.51174,                0.24412,                0.80353,             0.00016094,             0.00016094,             0.00016094
                     77,                0.87728,                0.39238,                 0.9038,                 0.9957,                0.99703,                  0.995,                0.90169,                0.52037,                0.24428,                0.80317,             0.00015475,             0.00015475,             0.00015475
                     78,                0.88339,                0.39636,                0.89985,                0.99656,                 0.9963,                  0.995,                0.90067,                0.51136,                0.24018,                 0.8022,             0.00014856,             0.00014856,             0.00014856
                     79,                0.86573,                0.39148,                0.90162,                0.99664,                0.99664,                  0.995,                0.90504,                0.51103,                0.24275,                0.80274,             0.00014237,             0.00014237,             0.00014237
                     80,                0.87816,                 0.3811,                0.91217,                0.99678,                      1,                  0.995,                0.90333,                0.51633,                0.24233,                0.80239,             0.00013619,             0.00013619,             0.00013619
                     81,                0.83368,                 0.3862,                0.90114,                0.99683,                      1,                  0.995,                 0.9023,                0.51729,                0.23655,                0.80375,                0.00013,                0.00013,                0.00013
                     82,                0.85244,                0.39454,                0.89628,                0.99705,                      1,                  0.995,                0.90473,                0.52217,                0.23943,                0.80384,             0.00012381,             0.00012381,             0.00012381
                     83,                0.83563,                0.37834,                0.89922,                 0.9962,                      1,                  0.995,                0.90611,                0.51142,                0.23577,                0.80227,             0.00011763,             0.00011763,             0.00011763
                     84,                0.81157,                0.36907,                0.89148,                0.99341,                 0.9983,                  0.995,                0.90367,                0.52456,                0.24126,                0.80492,             0.00011144,             0.00011144,             0.00011144
                     85,                0.80534,                0.37025,                0.88136,                0.99414,                0.99888,                  0.995,                0.90824,                0.50766,                0.23795,                0.80205,             0.00010525,             0.00010525,             0.00010525
                     86,                0.79518,                0.36352,                0.87958,                0.99456,                0.99893,                  0.995,                0.90999,                0.50753,                0.23353,                0.80208,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     87,                0.76948,                0.35668,                0.88334,                0.99569,                0.99556,                  0.995,                0.90968,                0.50471,                0.23256,                0.80128,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     88,                0.77403,                0.34999,                0.89087,                 0.9945,                0.99492,                  0.995,                0.91152,                0.50732,                0.23395,                0.80232,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     89,                0.78815,                0.35235,                0.88265,                0.99312,                0.99436,                  0.995,                0.90752,                0.50884,                0.23446,                0.80258,               8.05e-05,               8.05e-05,               8.05e-05
                     90,                0.78307,                0.35456,                0.87219,                0.99271,                0.99405,                  0.995,                0.90496,                0.51031,                0.23409,                0.80186,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     91,                0.81495,                0.34089,                0.91926,                0.99216,                0.99405,                  0.995,                0.90606,                0.50841,                0.23475,                0.80246,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     92,                0.81342,                0.35135,                0.92238,                0.99172,                0.99416,                  0.995,                0.90868,                0.50865,                0.23866,                0.80276,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     93,                0.79072,                0.34881,                0.91736,                0.99199,                0.99467,                  0.995,                0.90378,                0.50762,                0.23585,                0.80171,              5.575e-05,              5.575e-05,              5.575e-05
                     94,                0.77028,                0.33446,                0.90619,                0.99306,                0.99526,                  0.995,                 0.9043,                0.50677,                0.23336,                0.80182,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     95,                 0.7543,                0.32651,                0.90221,                0.99446,                0.99852,                  0.995,                0.90638,                0.50541,                 0.2312,                0.80221,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     96,                0.76933,                0.34341,                0.91135,                0.99466,                0.99653,                  0.995,                0.90421,                0.50678,                0.23064,                0.80261,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     97,                 0.7216,                0.32258,                0.87834,                0.99429,                0.99539,                  0.995,                0.90618,                0.50599,                0.23266,                0.80292,                3.1e-05,                3.1e-05,                3.1e-05
                     98,                0.73882,                0.32909,                0.89766,                0.99414,                0.99492,                  0.995,                0.90661,                0.50528,                 0.2291,                0.80251,             2.4813e-05,             2.4813e-05,             2.4813e-05
                     99,                0.74742,                0.32661,                0.90514,                0.99421,                0.99492,                  0.995,                0.90813,                0.50433,                0.22889,                0.80206,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    100,                0.72768,                0.31225,                0.88596,                0.99514,                0.99587,                  0.995,                0.90868,                0.50511,                0.22782,                0.80205,             1.2438e-05,             1.2438e-05,             1.2438e-05
