                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2008,                 1.9811,                 1.5734,                0.51978,                0.65265,                0.57702,                0.33658,                0.92614,                 1.9994,                 1.4883,             0.00051232,             0.00051232,             0.00051232
                     15,                 1.1492,                 1.8857,                 1.5431,                 0.4599,                0.62958,                 0.5934,                0.34495,                0.93545,                 1.8057,                 1.4718,              0.0005065,              0.0005065,              0.0005065
                     16,                 1.1415,                 1.8608,                 1.5274,                0.52123,                0.65568,                0.61425,                0.34998,                0.91437,                 1.7126,                 1.4339,             0.00050068,             0.00050068,             0.00050068
                     17,                 1.1655,                 1.8872,                 1.5541,                0.46287,                0.67157,                0.59725,                0.34005,                0.94352,                  1.871,                 1.4822,             0.00049486,             0.00049486,             0.00049486
                     18,                  1.115,                 1.8421,                 1.5015,                0.40143,                0.65614,                0.54804,                0.32712,                0.97028,                 1.8648,                 1.4818,             0.00048904,             0.00048904,             0.00048904
                     19,                 1.0943,                 1.8056,                 1.5016,                0.49547,                 0.6114,                0.61405,                0.36591,                0.98565,                 1.6435,                 1.5096,             0.00048322,             0.00048322,             0.00048322
                     20,                 1.1043,                 1.7984,                 1.4921,                0.51671,                0.62099,                0.66137,                0.42496,                0.89884,                  1.583,                 1.3959,              0.0004774,              0.0004774,              0.0004774
                     21,                 1.0675,                 1.7178,                 1.4555,                0.64337,                0.59415,                0.64698,                0.41903,                 0.9042,                 1.6449,                 1.4371,             0.00047158,             0.00047158,             0.00047158
                     22,                 1.0731,                 1.7376,                 1.4791,                0.46965,                0.66515,                0.59693,                0.37701,                0.82922,                 1.6398,                 1.3637,             0.00046575,             0.00046575,             0.00046575
                     23,                 1.0573,                 1.7377,                 1.4666,                0.48867,                0.63493,                 0.6616,                0.44897,                0.80235,                   1.31,                 1.3263,             0.00045993,             0.00045993,             0.00045993
                     24,                 1.0494,                 1.7198,                 1.4486,                0.53403,                0.66596,                0.59215,                 0.3799,                0.96434,                 1.6452,                 1.5323,             0.00045411,             0.00045411,             0.00045411
                     25,                 1.0389,                  1.693,                 1.4291,                0.68243,                0.55267,                0.70782,                0.48264,                0.77553,                 1.3737,                 1.2968,             0.00044829,             0.00044829,             0.00044829
                     26,                 1.0191,                 1.6393,                 1.4233,                0.64561,                0.65245,                0.73495,                0.48862,                0.81619,                 1.3156,                 1.3357,             0.00044247,             0.00044247,             0.00044247
                     27,                 1.0042,                 1.6392,                  1.417,                0.66986,                0.66157,                0.74557,                0.50716,                0.75781,                 1.3452,                  1.284,             0.00043665,             0.00043665,             0.00043665
                     28,                0.99711,                 1.5987,                 1.4213,                0.60712,                0.69195,                0.73858,                0.51447,                0.74839,                 1.4528,                 1.2668,             0.00043083,             0.00043083,             0.00043083
                     29,                 1.0067,                 1.6111,                 1.4297,                0.59577,                 0.7402,                0.73297,                0.50625,                0.76036,                 1.2891,                 1.2798,             0.00042501,             0.00042501,             0.00042501
                     30,                  1.003,                 1.5749,                 1.4189,                0.64478,                0.68128,                0.74326,                0.53471,                0.75663,                 1.2116,                 1.2955,             0.00041919,             0.00041919,             0.00041919
                     31,                 1.0237,                 1.6117,                 1.4313,                0.64984,                0.74001,                 0.7575,                0.53624,                0.80827,                 1.0795,                  1.277,             0.00041336,             0.00041336,             0.00041336
                     32,                0.97664,                 1.5446,                 1.3878,                0.70659,                0.67864,                0.75534,                0.55191,                 0.7646,                 1.1444,                 1.2768,             0.00040754,             0.00040754,             0.00040754
                     33,                0.95996,                 1.5294,                 1.3842,                0.61876,                0.75296,                0.79966,                 0.5746,                0.69595,                 1.1152,                 1.2277,             0.00040172,             0.00040172,             0.00040172
                     34,                0.97659,                 1.5274,                 1.3861,                0.67263,                 0.6675,                0.75499,                0.51816,                0.72748,                 1.1698,                 1.2217,              0.0003959,              0.0003959,              0.0003959
                     35,                0.92027,                 1.4709,                 1.3463,                0.61176,                0.64346,                0.70931,                0.49738,                0.72748,                 1.3003,                 1.2141,             0.00039008,             0.00039008,             0.00039008
                     36,                0.93928,                 1.4557,                 1.3667,                 0.7474,                0.71249,                0.81527,                 0.5772,                0.75832,                 1.1354,                 1.2354,             0.00038426,             0.00038426,             0.00038426
                     37,                0.93946,                 1.4386,                 1.3614,                0.73167,                0.78051,                0.85854,                0.63919,                0.72071,                0.98429,                 1.2171,             0.00037844,             0.00037844,             0.00037844
                     38,                0.99903,                 1.5052,                 1.4054,                0.76531,                0.71441,                0.81736,                0.59408,                0.74803,                 1.0448,                 1.2493,             0.00037262,             0.00037262,             0.00037262
                     39,                 0.9688,                 1.4793,                 1.3946,                0.73888,                 0.7017,                0.78214,                0.57856,                0.70537,                 1.1379,                 1.2298,             0.00036679,             0.00036679,             0.00036679
                     40,                0.91334,                 1.4305,                 1.3519,                0.82697,                0.74793,                0.85926,                0.63405,                0.74355,                0.95872,                 1.2267,             0.00036097,             0.00036097,             0.00036097
                     41,                0.89909,                 1.4156,                 1.3361,                0.76363,                0.73777,                0.83527,                0.63077,                0.69569,                0.99423,                 1.2031,             0.00035515,             0.00035515,             0.00035515
                     42,                0.92392,                 1.4106,                 1.3411,                0.81533,                0.67301,                0.83908,                0.63537,                0.68048,                 1.0483,                 1.2064,             0.00034933,             0.00034933,             0.00034933
                     43,                0.88603,                 1.3847,                 1.3197,                0.82528,                0.75225,                0.87088,                0.67965,                0.65798,                0.90118,                 1.1667,             0.00034351,             0.00034351,             0.00034351
                     44,                 0.9043,                 1.3979,                 1.3422,                0.82717,                0.77561,                0.88286,                0.68998,                0.65279,                0.86498,                 1.1588,             0.00033769,             0.00033769,             0.00033769
                     45,                0.88229,                 1.3503,                 1.3245,                0.80885,                0.77971,                0.86595,                0.67066,                0.63617,                  0.865,                 1.1505,             0.00033187,             0.00033187,             0.00033187
                     46,                0.85936,                 1.3266,                 1.3132,                0.77233,                0.82937,                0.87928,                0.68473,                0.63076,                0.83845,                 1.1474,             0.00032605,             0.00032605,             0.00032605
                     47,                0.87188,                 1.3344,                 1.3129,                0.71367,                0.79591,                 0.8361,                0.66714,                0.60706,                0.91099,                 1.1354,             0.00032022,             0.00032022,             0.00032022
                     48,                0.87251,                 1.2808,                 1.3141,                0.85284,                0.76788,                0.88038,                0.68274,                0.62185,                0.85665,                 1.1396,              0.0003144,              0.0003144,              0.0003144
                     49,                0.88571,                 1.2855,                  1.322,                0.81853,                0.77106,                0.86138,                0.69244,                0.59317,                0.85222,                 1.1307,             0.00030858,             0.00030858,             0.00030858
                     50,                0.86545,                 1.2578,                 1.3017,                0.78878,                0.80738,                0.88334,                0.69531,                0.58164,                0.80685,                 1.1167,             0.00030276,             0.00030276,             0.00030276
                     51,                0.89021,                 1.2975,                 1.3245,                0.77748,                0.79068,                0.87061,                0.69633,                0.58244,                 0.8308,                 1.1131,             0.00029694,             0.00029694,             0.00029694
                     52,                0.85994,                 1.2552,                 1.2994,                0.81834,                0.78907,                0.87838,                0.71184,                0.55252,                0.80663,                 1.0902,             0.00029112,             0.00029112,             0.00029112
                     53,                0.86198,                 1.2731,                 1.3021,                0.81707,                0.81426,                0.88955,                 0.7184,                0.58892,                0.74707,                 1.0769,              0.0002853,              0.0002853,              0.0002853
                     54,                0.85492,                 1.2435,                 1.2942,                0.91063,                0.75764,                0.90147,                0.73368,                0.56047,                0.74832,                 1.0836,             0.00027948,             0.00027948,             0.00027948
                     55,                0.84946,                 1.2263,                 1.3012,                0.89128,                0.79449,                0.90679,                0.72303,                0.56972,                0.74666,                 1.0907,             0.00027366,             0.00027366,             0.00027366
                     56,                0.83608,                 1.1861,                 1.2817,                0.85001,                0.81963,                0.89935,                0.74679,                0.58289,                0.75743,                 1.1092,             0.00026783,             0.00026783,             0.00026783
                     57,                0.79921,                 1.1494,                 1.2461,                0.85467,                0.80534,                0.89942,                0.74192,                0.54237,                0.71967,                 1.0863,             0.00026201,             0.00026201,             0.00026201
                     58,                0.82229,                 1.1614,                 1.2651,                0.87057,                0.80032,                0.89271,                0.72153,                0.56783,                0.72249,                 1.1015,             0.00025619,             0.00025619,             0.00025619
                     59,                0.80932,                  1.143,                 1.2626,                0.87827,                0.85889,                0.92681,                0.76234,                0.54046,                0.65716,                 1.0861,             0.00025037,             0.00025037,             0.00025037
                     60,                0.83012,                 1.1975,                 1.2877,                0.92919,                0.84135,                0.93669,                0.77321,                0.55062,                0.67468,                   1.07,             0.00024455,             0.00024455,             0.00024455
                     61,                0.83233,                 1.1495,                 1.2825,                0.92834,                0.82693,                0.93572,                0.77545,                0.57646,                 0.6708,                 1.0819,             0.00023873,             0.00023873,             0.00023873
                     62,                0.79177,                 1.1059,                 1.2518,                0.91984,                0.84395,                0.92394,                 0.7605,                0.55081,                 0.6726,                 1.0748,             0.00023291,             0.00023291,             0.00023291
                     63,                0.76239,                 1.0789,                 1.2149,                 0.9121,                0.84433,                0.93446,                0.75952,                0.56438,                  0.624,                 1.0694,             0.00022709,             0.00022709,             0.00022709
                     64,                0.79007,                  1.096,                 1.2505,                0.91806,                0.83576,                0.94369,                0.78241,                0.53028,                0.65739,                 1.0487,             0.00022126,             0.00022126,             0.00022126
                     65,                0.82998,                 1.1993,                 1.2792,                0.91731,                0.82401,                0.92916,                0.77423,                0.50125,                 0.6468,                 1.0451,             0.00021544,             0.00021544,             0.00021544
                     66,                0.79982,                  1.138,                  1.261,                0.91674,                0.79956,                0.91687,                0.76733,                0.50765,                0.67391,                 1.0463,             0.00020962,             0.00020962,             0.00020962
                     67,                0.76873,                  1.096,                 1.2311,                0.89998,                0.80613,                0.92151,                0.78747,                0.49844,                0.63943,                 1.0363,              0.0002038,              0.0002038,              0.0002038
                     68,                0.76664,                 1.0933,                  1.223,                0.90723,                0.87391,                0.93669,                0.79334,                0.52109,                0.61588,                 1.0409,             0.00019798,             0.00019798,             0.00019798
                     69,                0.78032,                 1.0464,                 1.2345,                0.92694,                0.89137,                0.95115,                0.80587,                0.49933,                0.58718,                 1.0155,             0.00019216,             0.00019216,             0.00019216
                     70,                0.75527,                 1.0197,                 1.2104,                0.92668,                0.86944,                 0.9437,                0.80496,                0.49933,                0.60482,                 1.0264,             0.00018634,             0.00018634,             0.00018634
                     71,                0.77402,                 1.0793,                 1.2399,                0.83225,                0.78208,                0.85474,                 0.7293,                0.50161,                0.84565,                 1.0439,             0.00018052,             0.00018052,             0.00018052
                     72,                0.75914,                 1.0323,                 1.2254,                0.92499,                0.84636,                0.93386,                0.79164,                0.50251,                0.59528,                 1.0247,             0.00017469,             0.00017469,             0.00017469
                     73,                0.75669,                 1.0357,                 1.2248,                0.92634,                0.87754,                0.94817,                0.81537,                0.49164,                0.57764,                 1.0303,             0.00016887,             0.00016887,             0.00016887
                     74,                 0.7455,                0.97746,                 1.2103,                0.94402,                0.84552,                0.93936,                0.78048,                0.53207,                0.59506,                 1.0385,             0.00016305,             0.00016305,             0.00016305
                     75,                0.76397,                 1.0022,                 1.2217,                0.93722,                0.84105,                 0.9458,                 0.8118,                0.48329,                0.57921,                 1.0237,             0.00015723,             0.00015723,             0.00015723
                     76,                0.74369,                0.99966,                 1.2204,                0.89347,                0.87402,                0.94604,                0.81616,                0.47153,                0.56783,                 1.0122,             0.00015141,             0.00015141,             0.00015141
                     77,                0.73279,                0.99874,                  1.215,                0.91693,                0.88331,                0.95286,                0.83136,                0.48795,                0.56901,                 1.0157,             0.00014559,             0.00014559,             0.00014559
                     78,                0.70752,                0.93318,                 1.1856,                0.96462,                0.86927,                0.95876,                0.82128,                0.47772,                0.55718,                 1.0166,             0.00013977,             0.00013977,             0.00013977
                     79,                0.72475,                0.94491,                  1.201,                0.95813,                0.88673,                0.96509,                 0.8223,                0.47754,                 0.5415,                0.99424,             0.00013395,             0.00013395,             0.00013395
                     80,                0.71908,                0.93844,                 1.1894,                0.93045,                0.90809,                0.96159,                0.83342,                0.44875,                0.53187,                0.99341,             0.00012813,             0.00012813,             0.00012813
                     81,                 0.7015,                0.92227,                 1.1822,                0.92165,                0.89581,                0.95879,                0.83974,                0.45138,                0.54795,                0.99914,              0.0001223,              0.0001223,              0.0001223
                     82,                0.69959,                0.93006,                  1.182,                0.94729,                0.87393,                 0.9606,                0.83261,                0.45961,                0.52448,                 0.9939,             0.00011648,             0.00011648,             0.00011648
                     83,                0.70966,                 0.9223,                 1.1893,                0.91503,                0.90626,                0.95827,                0.82448,                0.46799,                0.52182,                0.99847,             0.00011066,             0.00011066,             0.00011066
                     84,                0.72172,                0.96142,                 1.1985,                0.96159,                0.87677,                0.96009,                0.84727,                0.44075,                0.52037,                0.98937,             0.00010484,             0.00010484,             0.00010484
                     85,                0.70288,                0.92276,                 1.1686,                0.96214,                0.88578,                0.96192,                0.83936,                0.44355,                0.51396,                0.99244,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     86,                 0.6811,                0.90415,                 1.1639,                0.94683,                0.90095,                0.96367,                0.83995,                0.44964,                0.50642,                0.98668,             9.3198e-05,             9.3198e-05,             9.3198e-05
                     87,                0.69807,                0.90902,                  1.176,                0.95457,                0.91821,                0.97004,                0.85712,                0.44964,                0.51994,                0.98949,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     88,                0.73396,                0.94743,                 1.2034,                0.96346,                0.90318,                0.96503,                0.84821,                 0.4415,                0.50732,                0.98349,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     89,                0.67878,                0.87344,                 1.1603,                0.96518,                0.90183,                0.96762,                0.84692,                 0.4359,                0.48843,                0.98276,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     90,                0.64824,                0.82645,                 1.1325,                0.95499,                0.89918,                0.97232,                 0.8593,                0.43557,                0.48893,                0.98403,             6.9913e-05,             6.9913e-05,             6.9913e-05
                     91,                0.62307,                0.84967,                 1.1962,                0.96009,                0.89148,                0.96301,                 0.8321,                0.43266,                 0.4988,                 0.9878,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     92,                0.61737,                 0.8598,                 1.2042,                0.94791,                0.90013,                0.96288,                0.82168,                0.44773,                 0.5037,                0.99234,             5.8271e-05,             5.8271e-05,             5.8271e-05
                     93,                0.61539,                0.83091,                 1.2099,                0.96459,                0.89264,                0.96165,                0.84397,                0.44903,                0.48687,                0.97932,              5.245e-05,              5.245e-05,              5.245e-05
                     94,                0.60822,                0.80541,                 1.1759,                0.96373,                0.90396,                0.96369,                0.85138,                0.44598,                0.48267,                0.97656,             4.6628e-05,             4.6628e-05,             4.6628e-05
                     95,                0.57995,                0.80636,                 1.1629,                0.96343,                0.92028,                0.96862,                0.85084,                0.41606,                0.46781,                0.96241,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     96,                0.55203,                0.77278,                 1.1461,                0.97347,                0.90993,                0.96986,                0.85217,                0.41388,                0.45819,                0.96069,             3.4986e-05,             3.4986e-05,             3.4986e-05
                     97,                0.53074,                0.70911,                 1.1074,                0.98095,                0.90125,                0.96827,                0.85756,                0.40891,                0.45577,                0.95843,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     98,                0.57033,                  0.783,                 1.1539,                0.96469,                0.91123,                 0.9675,                0.86451,                 0.4047,                0.45609,                0.95925,             2.3344e-05,             2.3344e-05,             2.3344e-05
                     99,                0.56095,                0.74637,                 1.1515,                0.96519,                0.91197,                0.96869,                0.86699,                0.39898,                0.45443,                 0.9585,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    100,                0.53305,                0.72441,                 1.1119,                0.96907,                0.91479,                 0.9719,                0.87185,                0.39953,                0.45389,                0.95688,             1.1701e-05,             1.1701e-05,             1.1701e-05
