                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.0734,                0.50488,                0.94679,                 0.9935,                0.99817,                  0.995,                0.87273,                0.57741,                0.28584,                0.82225,             0.00037131,             0.00037131,             0.00037131
                     43,                 1.0608,                0.51739,                0.93682,                0.99295,                0.99426,                  0.995,                0.87682,                0.56991,                0.28972,                0.82328,             0.00036513,             0.00036513,             0.00036513
                     44,                 1.0246,                0.49744,                0.92464,                0.99529,                0.99831,                  0.995,                0.88304,                0.56437,                0.28627,                0.81886,             0.00035894,             0.00035894,             0.00035894
                     45,                 1.0446,                0.48961,                 0.9474,                0.99615,                  0.998,                  0.995,                 0.8793,                0.57424,                0.28059,                 0.8206,             0.00035275,             0.00035275,             0.00035275
                     46,                 1.0633,                0.50199,                0.93422,                0.99569,                 0.9994,                  0.995,                0.87524,                0.59686,                0.28192,                0.82203,             0.00034656,             0.00034656,             0.00034656
                     47,                 1.0624,                0.50545,                0.95334,                0.99277,                0.99661,                0.99497,                0.87265,                0.57814,                0.28974,                0.82255,             0.00034038,             0.00034038,             0.00034038
                     48,                 1.0239,                0.48107,                0.93423,                0.99421,                  0.994,                0.99497,                0.87148,                0.58897,                0.29271,                0.82289,             0.00033419,             0.00033419,             0.00033419
                     49,                 1.0439,                0.49241,                0.93078,                0.99178,                0.99341,                0.99471,                0.87338,                0.58498,                0.29349,                0.82093,               0.000328,               0.000328,               0.000328
                     50,                 1.0335,                0.48704,                0.94537,                0.99382,                 0.9935,                0.99498,                0.87485,                 0.5853,                0.28193,                0.82387,             0.00032181,             0.00032181,             0.00032181
                     51,                  1.036,                0.48219,                0.92739,                0.99224,                0.99898,                0.99486,                0.87886,                0.58036,                0.27675,                0.82184,             0.00031562,             0.00031562,             0.00031562
                     52,                0.98942,                0.47407,                0.92404,                0.99481,                0.99292,                  0.995,                0.88037,                0.57001,                 0.2817,                0.81883,             0.00030944,             0.00030944,             0.00030944
                     53,                0.97481,                0.46325,                0.91485,                0.99674,                      1,                  0.995,                0.85945,                0.64157,                0.28819,                0.84481,             0.00030325,             0.00030325,             0.00030325
                     54,                 1.0132,                0.47154,                0.91897,                0.98742,                0.99099,                0.99415,                0.87752,                0.57947,                0.29702,                0.82066,             0.00029706,             0.00029706,             0.00029706
                     55,                0.99698,                0.46437,                0.92659,                0.99486,                0.99672,                  0.995,                0.88299,                0.55232,                0.27021,                0.81679,             0.00029088,             0.00029088,             0.00029088
                     56,                 1.0006,                0.47676,                0.92153,                0.99593,                0.99848,                  0.995,                0.88386,                0.55118,                 0.2715,                0.81521,             0.00028469,             0.00028469,             0.00028469
                     57,                0.99751,                  0.472,                 0.9106,                0.99189,                0.99292,                0.99486,                0.88091,                0.56923,                0.27619,                0.81897,              0.0002785,              0.0002785,              0.0002785
                     58,                 1.0141,                0.48243,                 0.9358,                0.99632,                 0.9992,                  0.995,                0.87232,                0.59091,                0.27749,                0.82219,             0.00027231,             0.00027231,             0.00027231
                     59,                0.98417,                0.46945,                0.92249,                0.99557,                0.99986,                  0.995,                0.88219,                0.54942,                0.26628,                0.81533,             0.00026613,             0.00026613,             0.00026613
                     60,                0.99517,                0.46914,                0.91041,                0.99343,                      1,                  0.995,                0.88309,                0.56087,                0.26773,                0.81877,             0.00025994,             0.00025994,             0.00025994
                     61,                 0.9836,                0.45277,                0.91946,                0.99628,                0.99878,                  0.995,                0.87489,                 0.5764,                0.27589,                0.81881,             0.00025375,             0.00025375,             0.00025375
                     62,                0.94356,                0.44368,                0.89514,                0.98622,                0.99007,                0.99339,                0.87355,                0.57426,                0.28569,                0.81919,             0.00024756,             0.00024756,             0.00024756
                     63,                0.99603,                0.44619,                0.91961,                0.99288,                0.99576,                  0.995,                0.87843,                0.58107,                0.27277,                 0.8217,             0.00024137,             0.00024137,             0.00024137
                     64,                0.95786,                0.43764,                0.90863,                0.99633,                0.99791,                  0.995,                0.88303,                0.56706,                0.26585,                0.81628,             0.00023519,             0.00023519,             0.00023519
                     65,                0.94651,                0.44225,                 0.9088,                0.99141,                0.99836,                  0.995,                0.88361,                0.55097,                0.26625,                0.81507,               0.000229,               0.000229,               0.000229
                     66,                0.91842,                0.42643,                0.90572,                0.99196,                0.99834,                  0.995,                0.88221,                0.55907,                0.26796,                0.81654,             0.00022281,             0.00022281,             0.00022281
                     67,                0.91391,                  0.417,                0.89707,                 0.9969,                0.99925,                  0.995,                 0.8819,                0.56146,                0.26263,                0.81898,             0.00021662,             0.00021662,             0.00021662
                     68,                 0.9161,                 0.4197,                0.89677,                0.99768,                0.99862,                  0.995,                0.88237,                0.58481,                0.27297,                0.82111,             0.00021044,             0.00021044,             0.00021044
                     69,                0.89316,                0.41102,                0.89375,                0.99747,                 0.9986,                  0.995,                0.88608,                0.54903,                0.25674,                0.81624,             0.00020425,             0.00020425,             0.00020425
                     70,                0.93306,                0.43069,                0.89015,                0.99645,                0.99882,                  0.995,                 0.8862,                0.55032,                 0.2559,                0.81628,             0.00019806,             0.00019806,             0.00019806
                     71,                0.98893,                0.43501,                0.93817,                0.99755,                      1,                  0.995,                0.88816,                0.55016,                 0.2569,                 0.8153,             0.00019188,             0.00019188,             0.00019188
                     72,                0.94073,                0.43015,                0.90534,                0.99669,                0.99846,                  0.995,                0.88433,                0.54885,                0.25746,                0.81601,             0.00018569,             0.00018569,             0.00018569
                     73,                0.89729,                0.40942,                0.88313,                0.99713,                      1,                  0.995,                0.88324,                0.54764,                  0.252,                0.81617,              0.0001795,              0.0001795,              0.0001795
                     74,                 0.8726,                0.39626,                0.89069,                0.99632,                0.99973,                  0.995,                0.88505,                0.55458,                0.25274,                0.81683,             0.00017331,             0.00017331,             0.00017331
                     75,                0.91545,                0.41935,                0.90224,                 0.9975,                      1,                  0.995,                0.88242,                0.55814,                0.25346,                0.81543,             0.00016713,             0.00016713,             0.00016713
                     76,                0.87814,                0.40735,                0.88811,                0.99789,                0.99879,                  0.995,                 0.8866,                0.54547,                0.24752,                0.81515,             0.00016094,             0.00016094,             0.00016094
                     77,                0.88727,                0.40064,                0.89428,                0.99768,                0.99844,                  0.995,                0.88678,                0.54071,                0.24691,                0.81369,             0.00015475,             0.00015475,             0.00015475
                     78,                 0.8604,                0.38502,                0.88778,                0.99744,                0.99812,                  0.995,                0.89219,                0.53578,                0.24443,                0.81363,             0.00014856,             0.00014856,             0.00014856
                     79,                0.84027,                0.37909,                 0.8882,                 0.9958,                0.99801,                  0.995,                0.89074,                0.53418,                0.24109,                0.81271,             0.00014237,             0.00014237,             0.00014237
                     80,                0.85002,                0.38514,                0.88071,                0.99697,                0.99948,                  0.995,                 0.8884,                0.53581,                0.24557,                0.81336,             0.00013619,             0.00013619,             0.00013619
                     81,                 0.8608,                0.39516,                0.89451,                 0.9979,                 0.9997,                  0.995,                0.88983,                0.53588,                0.24268,                0.81356,                0.00013,                0.00013,                0.00013
                     82,                0.87189,                 0.3867,                0.88512,                0.99749,                0.99948,                  0.995,                0.88987,                0.53704,                 0.2418,                0.81401,             0.00012381,             0.00012381,             0.00012381
                     83,                0.87755,                0.40014,                0.89977,                0.99772,                      1,                  0.995,                0.88908,                0.54112,                0.24101,                0.81343,             0.00011763,             0.00011763,             0.00011763
                     84,                 0.8363,                0.38215,                0.87991,                0.99503,                0.99852,                  0.995,                0.89181,                0.53741,                0.24181,                0.81376,             0.00011144,             0.00011144,             0.00011144
                     85,                 0.8578,                0.38052,                0.88872,                0.99113,                0.99718,                  0.995,                0.88607,                0.53692,                0.25092,                0.81318,             0.00010525,             0.00010525,             0.00010525
                     86,                0.82888,                0.37315,                0.87501,                0.99554,                0.99286,                  0.995,                0.88823,                 0.5363,                0.25104,                0.81259,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     87,                0.81063,                 0.3653,                0.87072,                0.99735,                0.99894,                  0.995,                0.89444,                0.53763,                 0.2457,                0.81385,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     88,                0.77969,                0.34872,                0.87646,                0.99815,                      1,                  0.995,                0.89564,                0.53084,                0.23991,                0.81246,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     89,                0.80049,                   0.36,                0.86877,                0.99811,                      1,                  0.995,                0.89361,                0.54004,                0.23852,                0.81333,               8.05e-05,               8.05e-05,               8.05e-05
                     90,                0.78778,                0.35485,                0.86237,                0.99813,                      1,                  0.995,                0.89188,                0.53582,                0.23521,                0.81321,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     91,                0.88435,                 0.3763,                0.93642,                0.99782,                0.99991,                  0.995,                 0.8943,                0.53485,                0.23797,                0.81265,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     92,                0.83544,                0.36135,                0.91649,                0.99825,                      1,                  0.995,                 0.8948,                0.53787,                0.23394,                0.81375,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     93,                0.82263,                0.36445,                0.90268,                0.99796,                      1,                  0.995,                0.89628,                0.53462,                0.23409,                0.81342,              5.575e-05,              5.575e-05,              5.575e-05
                     94,                0.82613,                0.36205,                0.91065,                0.99783,                      1,                  0.995,                0.89368,                0.53145,                0.23418,                 0.8129,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     95,                0.81238,                0.36472,                0.89974,                0.99811,                      1,                  0.995,                0.89635,                0.53243,                0.23173,                0.81332,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     96,                0.82038,                0.36571,                0.91648,                0.99795,                      1,                  0.995,                0.89451,                0.52791,                0.22941,                0.81228,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     97,                0.80581,                0.35152,                0.91326,                0.99799,                      1,                  0.995,                 0.8944,                0.52813,                0.23073,                0.81202,                3.1e-05,                3.1e-05,                3.1e-05
                     98,                0.80676,                0.35842,                0.90471,                0.99802,                0.99997,                  0.995,                0.89316,                0.52873,                0.23136,                0.81177,             2.4813e-05,             2.4813e-05,             2.4813e-05
                     99,                0.80042,                0.35158,                0.90856,                0.99803,                0.99916,                  0.995,                0.89486,                0.52739,                0.22931,                0.81209,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    100,                  0.769,                0.34178,                0.89645,                0.99816,                0.99879,                  0.995,                0.89536,                0.52731,                0.22977,                 0.8124,             1.2438e-05,             1.2438e-05,             1.2438e-05
