                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.0697,                  1.656,                 1.4719,                0.60825,                0.65329,                0.71773,                0.49213,                0.86768,                 1.2926,                 1.3901,             0.00046575,             0.00046575,             0.00046575
                     23,                 1.0638,                 1.6854,                 1.4701,                0.70068,                0.61192,                0.73517,                0.44326,                0.86383,                 1.3912,                 1.3668,             0.00045993,             0.00045993,             0.00045993
                     24,                 1.0515,                 1.6518,                 1.4637,                0.68832,                0.67965,                0.73914,                0.50108,                0.88536,                 1.3415,                 1.4179,             0.00045411,             0.00045411,             0.00045411
                     25,                  1.038,                 1.6417,                 1.4438,                0.67345,                0.75172,                0.77578,                 0.5019,                0.85666,                 1.2009,                   1.36,             0.00044829,             0.00044829,             0.00044829
                     26,                  1.012,                 1.5715,                 1.4218,                0.64995,                    0.7,                0.74287,                0.49427,                 0.9428,                 1.3254,                 1.4028,             0.00044247,             0.00044247,             0.00044247
                     27,                  1.015,                 1.5672,                   1.42,                 0.6264,                0.68729,                0.74763,                0.52711,                0.79874,                 1.1163,                    1.3,             0.00043665,             0.00043665,             0.00043665
                     28,                 1.0423,                 1.6179,                 1.4594,                0.58898,                0.67173,                0.68007,                0.46487,                0.78846,                 1.2783,                 1.3058,             0.00043083,             0.00043083,             0.00043083
                     29,                 1.0138,                 1.5741,                   1.43,                0.67626,                0.62333,                0.71713,                0.51505,                0.78936,                 1.3057,                 1.3084,             0.00042501,             0.00042501,             0.00042501
                     30,                0.99835,                 1.5488,                 1.4157,                0.65559,                0.72483,                0.72789,                0.53166,                0.75264,                  1.071,                 1.2741,             0.00041919,             0.00041919,             0.00041919
                     31,                 1.0185,                  1.577,                 1.4292,                 0.7394,                0.75632,                0.80231,                0.56945,                 0.7765,                 1.1469,                 1.2512,             0.00041336,             0.00041336,             0.00041336
                     32,                0.95066,                 1.4813,                 1.3798,                0.64611,                 0.7098,                0.75523,                0.54951,                 0.7558,                 1.1782,                 1.2522,             0.00040754,             0.00040754,             0.00040754
                     33,                0.97172,                 1.5561,                 1.3996,                0.55001,                0.74266,                 0.7046,                0.49766,                0.76208,                 1.2027,                   1.26,             0.00040172,             0.00040172,             0.00040172
                     34,                0.94902,                 1.4612,                 1.3722,                0.68969,                0.71456,                0.77569,                0.58798,                0.69958,                 1.1441,                 1.2227,              0.0003959,              0.0003959,              0.0003959
                     35,                0.94113,                 1.4413,                 1.3659,                0.69291,                0.73555,                0.80278,                0.58252,                0.74494,                 1.0996,                 1.2635,             0.00039008,             0.00039008,             0.00039008
                     36,                0.94164,                 1.4497,                  1.378,                0.74334,                0.72061,                0.80755,                0.57422,                0.71878,                 1.0656,                 1.2442,             0.00038426,             0.00038426,             0.00038426
                     37,                0.95519,                 1.4482,                 1.3794,                0.77632,                0.76325,                0.84146,                0.61259,                0.70899,                0.97464,                 1.2412,             0.00037844,             0.00037844,             0.00037844
                     38,                0.97101,                 1.4355,                 1.3844,                0.81357,                0.70568,                0.81434,                0.59889,                0.69335,                0.97629,                 1.2112,             0.00037262,             0.00037262,             0.00037262
                     39,                0.97347,                 1.4712,                 1.4022,                0.76169,                 0.6932,                0.80801,                0.59542,                0.72336,                 0.9712,                 1.2307,             0.00036679,             0.00036679,             0.00036679
                     40,                0.92916,                 1.3788,                 1.3623,                0.81034,                  0.709,                0.81413,                0.61395,                0.73441,                 1.0455,                 1.2249,             0.00036097,             0.00036097,             0.00036097
                     41,                 0.9265,                 1.3622,                 1.3545,                 0.7486,                 0.7958,                 0.8421,                 0.6279,                0.70375,                0.88921,                 1.2096,             0.00035515,             0.00035515,             0.00035515
                     42,                0.90964,                  1.379,                 1.3316,                0.83188,                0.73382,                0.84464,                0.64097,                0.71151,                0.91803,                 1.2127,             0.00034933,             0.00034933,             0.00034933
                     43,                0.89665,                 1.3363,                 1.3225,                0.80318,                0.74114,                 0.8461,                0.66347,                0.66541,                0.92371,                 1.1802,             0.00034351,             0.00034351,             0.00034351
                     44,                0.92944,                 1.3674,                 1.3516,                0.78975,                0.74263,                0.85527,                 0.6697,                0.62151,                0.94865,                 1.1747,             0.00033769,             0.00033769,             0.00033769
                     45,                0.89696,                 1.3095,                 1.3283,                0.82968,                0.74967,                0.85903,                0.66999,                0.62544,                0.84079,                 1.1744,             0.00033187,             0.00033187,             0.00033187
                     46,                0.86476,                 1.2915,                 1.3164,                 0.8622,                 0.7677,                0.87135,                0.69182,                 0.6386,                0.83684,                 1.1742,             0.00032605,             0.00032605,             0.00032605
                     47,                0.85856,                  1.273,                 1.3084,                0.71428,                 0.7984,                0.83019,                0.65896,                0.59923,                0.83824,                 1.1311,             0.00032022,             0.00032022,             0.00032022
                     48,                0.87211,                 1.2913,                 1.3154,                0.78334,                0.78047,                0.85053,                0.68398,                0.58517,                0.82688,                 1.1265,              0.0003144,              0.0003144,              0.0003144
                     49,                0.89146,                 1.2882,                 1.3281,                0.80952,                0.77346,                0.85513,                0.69606,                0.60455,                0.87322,                 1.1437,             0.00030858,             0.00030858,             0.00030858
                     50,                0.86208,                 1.2598,                 1.3074,                0.85817,                 0.7464,                0.87028,                0.70384,                0.58014,                0.83537,                 1.1233,             0.00030276,             0.00030276,             0.00030276
                     51,                0.84166,                 1.2037,                 1.2908,                0.87975,                0.81116,                0.90315,                0.73688,                0.61723,                0.75853,                 1.1291,             0.00029694,             0.00029694,             0.00029694
                     52,                0.83986,                 1.2031,                 1.2867,                0.88631,                0.76662,                0.88583,                0.71969,                0.60282,                0.73756,                 1.1344,             0.00029112,             0.00029112,             0.00029112
                     53,                0.84785,                 1.2087,                 1.2918,                0.81538,                0.81435,                0.89737,                0.74435,                0.60497,                0.76553,                 1.1228,              0.0002853,              0.0002853,              0.0002853
                     54,                 0.8254,                 1.1707,                 1.2724,                0.86481,                0.77202,                0.87639,                0.71728,                0.58762,                0.81239,                 1.1169,             0.00027948,             0.00027948,             0.00027948
                     55,                0.84445,                 1.2087,                 1.3005,                0.89575,                0.80337,                0.91528,                0.73203,                0.60192,                0.73364,                 1.1259,             0.00027366,             0.00027366,             0.00027366
                     56,                0.83505,                 1.1928,                 1.2802,                0.88982,                0.81658,                0.90753,                 0.7679,                0.56836,                 0.7311,                 1.0925,             0.00026783,             0.00026783,             0.00026783
                     57,                0.77646,                 1.0926,                 1.2277,                0.87919,                 0.7769,                 0.9046,                0.72535,                0.60766,                 0.6975,                 1.1441,             0.00026201,             0.00026201,             0.00026201
                     58,                 0.8048,                 1.1272,                 1.2617,                 0.8794,                0.83468,                0.92242,                0.76411,                0.57635,                0.69341,                 1.0994,             0.00025619,             0.00025619,             0.00025619
                     59,                0.82722,                 1.1444,                 1.2775,                0.89599,                0.83015,                0.92325,                0.76245,                0.54274,                0.67282,                 1.1059,             0.00025037,             0.00025037,             0.00025037
                     60,                0.83376,                  1.197,                 1.2901,                0.86346,                0.81234,                0.90571,                0.77602,                0.50924,                0.71883,                 1.0735,             0.00024455,             0.00024455,             0.00024455
                     61,                0.81016,                 1.1334,                 1.2577,                0.87312,                0.81069,                 0.9029,                0.73952,                0.59512,                0.71491,                 1.1042,             0.00023873,             0.00023873,             0.00023873
                     62,                0.79833,                 1.0911,                 1.2515,                0.87349,                0.82599,                0.91142,                0.76786,                0.53824,                0.71658,                 1.0747,             0.00023291,             0.00023291,             0.00023291
                     63,                 0.7752,                 1.0679,                 1.2327,                0.86501,                0.83957,                0.91207,                0.77228,                0.52156,                0.64959,                 1.0551,             0.00022709,             0.00022709,             0.00022709
                     64,                0.76339,                 1.0892,                 1.2289,                0.92573,                0.79347,                0.91364,                0.78522,                0.50337,                0.63302,                  1.051,             0.00022126,             0.00022126,             0.00022126
                     65,                0.78974,                   1.08,                 1.2488,                0.83832,                0.85431,                0.89673,                0.76136,                0.52175,                0.66678,                 1.0863,             0.00021544,             0.00021544,             0.00021544
                     66,                0.78177,                 1.0718,                 1.2363,                0.91377,                0.82369,                 0.9195,                0.77235,                0.51701,                0.66497,                 1.0801,             0.00020962,             0.00020962,             0.00020962
                     67,                0.77502,                 1.0645,                 1.2351,                 0.8912,                0.80073,                0.90532,                0.77517,                0.51603,                0.67312,                 1.0764,              0.0002038,              0.0002038,              0.0002038
                     68,                 0.7653,                 1.0693,                 1.2284,                0.89318,                0.81787,                 0.9117,                0.78384,                0.50797,                0.65706,                 1.0624,             0.00019798,             0.00019798,             0.00019798
                     69,                0.77371,                 1.0429,                 1.2291,                0.92571,                0.79016,                0.90767,                0.77115,                0.52186,                0.65232,                 1.0701,             0.00019216,             0.00019216,             0.00019216
                     70,                0.74382,                 1.0144,                  1.209,                0.92876,                0.81115,                0.91265,                0.77702,                0.50923,                0.64288,                 1.0595,             0.00018634,             0.00018634,             0.00018634
                     71,                0.74804,                  1.042,                 1.2208,                0.84457,                0.84032,                0.90042,                0.76506,                0.50758,                0.67814,                 1.0563,             0.00018052,             0.00018052,             0.00018052
                     72,                0.76068,                 1.0341,                 1.2231,                0.90047,                0.85487,                0.93037,                0.80603,                0.48363,                0.61234,                 1.0397,             0.00017469,             0.00017469,             0.00017469
                     73,                0.74143,                 1.0268,                 1.2211,                0.94749,                0.82413,                0.92479,                0.79718,                0.49084,                0.61183,                 1.0461,             0.00016887,             0.00016887,             0.00016887
                     74,                0.73403,                0.94818,                 1.2072,                0.92071,                0.79271,                0.90874,                0.78862,                0.47815,                 0.6306,                  1.041,             0.00016305,             0.00016305,             0.00016305
                     75,                 0.7308,                0.96241,                 1.2033,                0.91147,                0.87375,                0.94799,                0.82383,                0.46764,                0.56656,                 1.0294,             0.00015723,             0.00015723,             0.00015723
                     76,                0.72051,                0.94465,                 1.1981,                0.91059,                0.86166,                0.93731,                 0.7832,                0.50629,                0.55358,                 1.0374,             0.00015141,             0.00015141,             0.00015141
                     77,                0.73927,                0.94917,                  1.206,                0.93187,                0.89797,                0.95822,                0.82058,                 0.4832,                0.53404,                 1.0241,             0.00014559,             0.00014559,             0.00014559
                     78,                 0.7249,                0.96984,                 1.1975,                 0.9669,                0.88234,                0.95815,                0.81546,                 0.4874,                0.55197,                 1.0319,             0.00013977,             0.00013977,             0.00013977
                     79,                0.74639,                0.98564,                 1.2132,                0.95772,                0.84998,                0.94551,                0.81364,                0.47429,                0.56892,                 1.0323,             0.00013395,             0.00013395,             0.00013395
                     80,                0.71319,                 0.9342,                 1.1873,                0.94231,                0.84886,                0.94353,                0.81991,                0.46174,                0.54129,                 1.0172,             0.00012813,             0.00012813,             0.00012813
                     81,                0.70464,                0.91656,                 1.1852,                0.93733,                0.85729,                 0.9463,                0.82363,                0.45531,                0.52375,                 1.0014,              0.0001223,              0.0001223,              0.0001223
                     82,                0.69623,                0.92086,                 1.1794,                0.96623,                0.85184,                0.94524,                0.81524,                0.45777,                 0.5236,                 1.0033,             0.00011648,             0.00011648,             0.00011648
                     83,                 0.6858,                0.88437,                 1.1727,                0.90017,                0.85381,                0.93657,                0.80978,                0.42813,                0.55476,                 0.9948,             0.00011066,             0.00011066,             0.00011066
                     84,                0.72617,                0.94858,                 1.2028,                0.94169,                   0.88,                0.94497,                0.82053,                0.44182,                0.53382,                 1.0066,             0.00010484,             0.00010484,             0.00010484
                     85,                0.68564,                0.88372,                 1.1671,                0.95376,                0.89538,                0.95105,                0.82594,                0.45546,                0.51997,                 1.0142,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     86,                0.66992,                 0.8715,                  1.152,                0.91979,                0.88176,                 0.9418,                0.81887,                0.44026,                0.51854,                 0.9935,             9.3198e-05,             9.3198e-05,             9.3198e-05
                     87,                0.70749,                0.87826,                 1.1802,                0.95067,                 0.8486,                0.94058,                0.82225,                0.43559,                0.52429,                0.99617,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     88,                0.70409,                0.92348,                 1.1858,                0.93263,                 0.8899,                0.95146,                0.83335,                0.42115,                0.51451,                0.99228,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     89,                0.69279,                0.90028,                 1.1734,                 0.9377,                 0.8947,                0.94879,                 0.8261,                0.43791,                0.51242,                0.98952,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     90,                 0.6619,                0.84617,                  1.149,                0.94825,                0.88195,                0.94981,                0.83969,                0.42954,                0.50123,                0.98357,             6.9913e-05,             6.9913e-05,             6.9913e-05
                     91,                0.61606,                0.83935,                  1.188,                0.97049,                0.87176,                0.95414,                0.84033,                0.41393,                0.49323,                0.98002,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     92,                0.61589,                0.85817,                 1.1938,                0.93994,                0.88605,                0.95303,                0.81252,                0.46269,                0.51757,                 1.0132,             5.8271e-05,             5.8271e-05,             5.8271e-05
                     93,                0.60242,                0.78254,                 1.2011,                0.96956,                0.86967,                0.95049,                0.82243,                0.43637,                0.50067,                0.98607,              5.245e-05,              5.245e-05,              5.245e-05
                     94,                0.59812,                0.76585,                 1.1708,                0.96557,                0.87864,                0.95711,                0.84469,                0.43482,                0.48134,                0.98497,             4.6628e-05,             4.6628e-05,             4.6628e-05
                     95,                0.58938,                0.75705,                 1.1776,                0.95355,                0.87891,                0.96144,                0.84824,                0.41886,                0.47409,                  0.982,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     96,                 0.5624,                0.77691,                 1.1519,                0.96126,                0.89716,                0.96102,                 0.8464,                0.41256,                0.46634,                  0.987,             3.4986e-05,             3.4986e-05,             3.4986e-05
                     97,                0.52544,                0.70232,                 1.1074,                0.95433,                0.89477,                0.95898,                0.85234,                0.40223,                0.45535,                0.97625,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     98,                0.56497,                0.75042,                 1.1504,                0.96651,                0.89731,                0.95848,                0.85287,                0.40715,                 0.4599,                0.97358,             2.3344e-05,             2.3344e-05,             2.3344e-05
                     99,                0.56154,                 0.7248,                 1.1549,                0.96649,                0.89791,                0.95722,                0.85488,                0.40687,                0.45693,                0.97002,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    100,                0.52654,                0.68503,                 1.1071,                0.95552,                0.89201,                0.95724,                0.85723,                0.40287,                0.45342,                0.96673,             1.1701e-05,             1.1701e-05,             1.1701e-05
