                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.2341,                0.66842,                0.98056,                0.97124,                0.95887,                0.99371,                0.87106,                  0.592,                0.41689,                0.81706,             0.00050125,             0.00050125,             0.00050125
                     22,                 1.2096,                0.64488,                0.96862,                 0.9849,                0.98542,                0.99402,                0.87262,                0.58463,                0.40448,                0.81677,             0.00049506,             0.00049506,             0.00049506
                     23,                 1.1894,                 0.6461,                0.96616,                0.95808,                0.97065,                0.99435,                0.86328,                0.62401,                0.47403,                0.81789,             0.00048888,             0.00048888,             0.00048888
                     24,                  1.229,                0.65084,                0.98286,                0.91823,                0.92211,                0.98304,                0.86438,                0.58735,                 0.5556,                0.81601,             0.00048269,             0.00048269,             0.00048269
                     25,                 1.1822,                0.63743,                 0.9586,                0.94086,                0.88856,                0.97519,                0.83595,                0.64725,                0.45739,                0.82771,              0.0004765,              0.0004765,              0.0004765
                     26,                 1.1952,                0.61827,                 0.9568,                0.84632,                0.82635,                0.95528,                0.83976,                0.59414,                0.63206,                  0.816,             0.00047031,             0.00047031,             0.00047031
                     27,                 1.1697,                0.58734,                0.95782,                0.96876,                0.92719,                 0.9928,                0.87463,                0.57809,                0.43224,                0.81416,             0.00046413,             0.00046413,             0.00046413
                     28,                 1.1332,                 0.5811,                0.96347,                0.94113,                 0.9462,                0.99321,                0.85993,                0.61319,                0.43464,                0.82459,             0.00045794,             0.00045794,             0.00045794
                     29,                 1.0922,                0.57076,                0.94565,                0.92072,                0.87139,                 0.9877,                0.86426,                0.58747,                 0.6091,                 0.8167,             0.00045175,             0.00045175,             0.00045175
                     30,                 1.1231,                 0.5607,                0.94655,                0.93646,                0.95908,                0.98786,                0.87595,                0.57545,                0.53115,                0.81398,             0.00044556,             0.00044556,             0.00044556
                     31,                 1.1035,                0.58427,                0.95035,                 0.9554,                0.95163,                0.99438,                0.87419,                0.58861,                0.39071,                0.81126,             0.00043937,             0.00043937,             0.00043937
                     32,                 1.1369,                0.59585,                0.95204,                0.94075,                0.95557,                0.99232,                0.87396,                0.58113,                0.40354,                0.81082,             0.00043319,             0.00043319,             0.00043319
                     33,                  1.126,                0.59453,                 0.9371,                0.98432,                0.99334,                0.99419,                0.88288,                0.57256,                0.30735,                0.81292,               0.000427,               0.000427,               0.000427
                     34,                 1.0897,                0.55914,                0.93006,                0.97788,                0.99087,                0.99347,                 0.8805,                0.58469,                0.32744,                0.81291,             0.00042081,             0.00042081,             0.00042081
                     35,                 1.0776,                0.54396,                0.92526,                0.98397,                0.99036,                0.99492,                0.87872,                0.58074,                0.32632,                0.81524,             0.00041462,             0.00041462,             0.00041462
                     36,                 1.1182,                0.55635,                0.93936,                0.98687,                0.99779,                  0.995,                0.88643,                0.55855,                 0.3181,                0.81171,             0.00040844,             0.00040844,             0.00040844
                     37,                 1.0877,                0.55202,                0.92808,                0.98873,                0.98906,                  0.995,                 0.8704,                0.61624,                0.32594,                 0.8182,             0.00040225,             0.00040225,             0.00040225
                     38,                 1.0874,                0.52781,                0.93676,                0.98462,                0.99593,                  0.995,                0.89151,                0.56906,                0.31001,                0.81361,             0.00039606,             0.00039606,             0.00039606
                     39,                 1.0577,                0.54258,                0.93561,                0.99546,                0.99908,                  0.995,                0.88548,                 0.5687,                0.30137,                0.81018,             0.00038988,             0.00038988,             0.00038988
                     40,                 1.0547,                0.51915,                0.92176,                0.99334,                 0.9957,                  0.995,                0.88872,                0.56069,                0.29006,                0.81083,             0.00038369,             0.00038369,             0.00038369
                     41,                 1.0835,                0.52281,                0.94494,                0.99015,                0.99987,                  0.995,                0.88214,                0.57022,                0.29168,                0.81373,              0.0003775,              0.0003775,              0.0003775
                     42,                 1.0904,                0.54356,                0.93805,                0.99117,                0.99651,                0.99382,                0.88862,                0.55513,                0.29032,                0.80846,             0.00037131,             0.00037131,             0.00037131
                     43,                 1.0193,                0.50199,                0.90975,                0.98877,                0.99636,                  0.995,                0.88712,                0.57706,                0.29332,                0.81155,             0.00036513,             0.00036513,             0.00036513
                     44,                 1.1215,                0.55313,                0.96407,                0.99281,                0.99947,                  0.995,                0.87962,                0.58302,                0.29254,                0.81276,             0.00035894,             0.00035894,             0.00035894
                     45,                 1.0378,                0.54589,                0.91445,                0.98456,                0.99871,                  0.995,                0.87907,                0.58747,                0.30396,                0.81413,             0.00035275,             0.00035275,             0.00035275
                     46,                  1.097,                0.53809,                0.93349,                0.97559,                0.98075,                0.99435,                0.88817,                0.54592,                0.31851,                0.80724,             0.00034656,             0.00034656,             0.00034656
                     47,                 1.0739,                0.51856,                0.93194,                0.99175,                0.99632,                  0.995,                0.89477,                0.53508,                0.28262,                0.80583,             0.00034038,             0.00034038,             0.00034038
                     48,                 1.0414,                0.52608,                0.93845,                0.98951,                0.99536,                  0.995,                0.88598,                0.55597,                0.29223,                0.80837,             0.00033419,             0.00033419,             0.00033419
                     49,                 1.0079,                0.50285,                0.91767,                0.95786,                0.98453,                0.99484,                0.88735,                0.54565,                0.30765,                0.80662,               0.000328,               0.000328,               0.000328
                     50,                  1.007,                0.48378,                0.90671,                0.98533,                0.99837,                  0.995,                0.88036,                0.57125,                0.29541,                0.81194,             0.00032181,             0.00032181,             0.00032181
                     51,                 1.0237,                0.47223,                0.92637,                 0.9937,                0.99588,                  0.995,                0.89239,                0.54604,                0.27956,                0.80534,             0.00031562,             0.00031562,             0.00031562
                     52,                 1.0141,                0.48687,                0.91367,                 0.9859,                0.99285,                  0.995,                0.89308,                0.53702,                0.28077,                0.80682,             0.00030944,             0.00030944,             0.00030944
                     53,                0.95347,                0.46299,                0.90047,                0.98012,                0.99385,                0.99382,                 0.8954,                0.53261,                0.27731,                0.80445,             0.00030325,             0.00030325,             0.00030325
                     54,                0.99505,                0.48171,                0.91105,                0.99223,                0.99854,                  0.995,                 0.8919,                0.53986,                0.27451,                0.80691,             0.00029706,             0.00029706,             0.00029706
                     55,                 0.9917,                0.48591,                0.91894,                0.99437,                0.99968,                  0.995,                0.89092,                0.53715,                0.28444,                0.80504,             0.00029088,             0.00029088,             0.00029088
                     56,                 1.0041,                0.47722,                0.91581,                0.98995,                0.99944,                  0.995,                0.88352,                0.57344,                0.29952,                0.81113,             0.00028469,             0.00028469,             0.00028469
                     57,                0.97474,                0.46163,                0.90748,                0.99623,                0.99969,                  0.995,                0.89559,                0.53204,                0.27357,                0.80579,              0.0002785,              0.0002785,              0.0002785
                     58,                0.97429,                0.47202,                0.90982,                0.99358,                0.99648,                  0.995,                0.89305,                0.54499,                0.28018,                0.81014,             0.00027231,             0.00027231,             0.00027231
                     59,                0.94504,                0.44972,                0.89674,                0.98197,                0.99288,                  0.995,                0.89177,                0.55036,                 0.2966,                0.80815,             0.00026613,             0.00026613,             0.00026613
                     60,                0.93402,                0.44194,                0.91097,                0.97528,                0.98687,                  0.995,                0.89228,                0.54199,                0.30373,                0.80792,             0.00025994,             0.00025994,             0.00025994
                     61,                0.91446,                  0.441,                0.88927,                0.98219,                 0.9954,                  0.995,                0.89726,                0.53058,                0.26836,                0.80503,             0.00025375,             0.00025375,             0.00025375
                     62,                0.94435,                0.45025,                 0.9001,                0.99494,                 0.9986,                  0.995,                0.89717,                0.52819,                0.25955,                0.80388,             0.00024756,             0.00024756,             0.00024756
                     63,                0.92751,                0.45595,                0.88731,                0.99672,                      1,                  0.995,                 0.8978,                0.53671,                0.26326,                0.80647,             0.00024137,             0.00024137,             0.00024137
                     64,                0.91393,                0.43894,                0.89073,                 0.9951,                0.99887,                  0.995,                0.89398,                0.53676,                0.26457,                0.80436,             0.00023519,             0.00023519,             0.00023519
                     65,                0.95543,                 0.4435,                0.90758,                 0.9964,                0.99803,                  0.995,                0.89511,                 0.5349,                0.25615,                0.80483,               0.000229,               0.000229,               0.000229
                     66,                0.92116,                 0.4485,                0.89367,                0.99541,                0.99989,                  0.995,                0.89701,                0.52207,                0.25444,                0.80275,             0.00022281,             0.00022281,             0.00022281
                     67,                0.94448,                 0.4615,                0.90632,                0.98972,                0.99657,                  0.995,                0.89107,                0.54848,                0.27373,                0.80567,             0.00021662,             0.00021662,             0.00021662
                     68,                0.92679,                0.44894,                0.90236,                0.99326,                0.99885,                  0.995,                0.90244,                 0.5214,                0.25781,                0.80284,             0.00021044,             0.00021044,             0.00021044
                     69,                0.91429,                0.43844,                0.88276,                0.99608,                0.99329,                0.99492,                0.90219,                0.52002,                0.25685,                0.80214,             0.00020425,             0.00020425,             0.00020425
                     70,                0.92213,                0.42326,                 0.8931,                0.99559,                0.99566,                0.99492,                0.90334,                0.52176,                0.26044,                0.80288,             0.00019806,             0.00019806,             0.00019806
                     71,                0.89836,                0.41514,                0.88562,                0.99523,                 0.9988,                  0.995,                0.90232,                0.51703,                0.26085,                0.80218,             0.00019188,             0.00019188,             0.00019188
                     72,                0.95356,                0.43039,                0.89289,                0.99541,                0.99779,                  0.995,                 0.8949,                0.53478,                0.25998,                0.80476,             0.00018569,             0.00018569,             0.00018569
                     73,                0.86711,                0.40761,                0.88013,                0.99534,                0.99832,                  0.995,                0.89897,                0.52783,                0.25971,                0.80352,              0.0001795,              0.0001795,              0.0001795
                     74,                0.89283,                0.41138,                0.88567,                0.99513,                      1,                  0.995,                0.89965,                0.53592,                0.25902,                0.80508,             0.00017331,             0.00017331,             0.00017331
                     75,                0.85044,                0.39574,                0.88614,                 0.9933,                      1,                  0.995,                0.90107,                0.52606,                0.25662,                0.80509,             0.00016713,             0.00016713,             0.00016713
                     76,                0.85953,                 0.4008,                0.87887,                0.99634,                      1,                  0.995,                0.90223,                0.52265,                0.25797,                0.80411,             0.00016094,             0.00016094,             0.00016094
                     77,                0.84994,                0.39288,                0.87413,                0.99586,                      1,                  0.995,                0.89674,                0.53011,                0.25307,                0.80514,             0.00015475,             0.00015475,             0.00015475
                     78,                 0.8438,                 0.3859,                0.87791,                0.99581,                0.99946,                  0.995,                0.89706,                0.52904,                0.25157,                0.80397,             0.00014856,             0.00014856,             0.00014856
                     79,                0.85206,                0.39932,                0.88225,                0.99653,                0.99893,                  0.995,                0.90187,                0.52683,                0.25058,                 0.8039,             0.00014237,             0.00014237,             0.00014237
                     80,                0.83805,                0.38406,                0.87554,                0.99579,                0.99753,                  0.995,                 0.8965,                0.51715,                0.24652,                0.80274,             0.00013619,             0.00013619,             0.00013619
                     81,                0.81958,                0.38332,                  0.876,                0.98963,                0.99593,                  0.995,                0.89692,                0.52915,                0.25033,                0.80411,                0.00013,                0.00013,                0.00013
                     82,                0.81982,                0.38448,                0.87239,                0.98645,                0.99506,                  0.995,                 0.9012,                0.52088,                0.25083,                0.80334,             0.00012381,             0.00012381,             0.00012381
                     83,                0.80634,                0.37249,                0.87011,                 0.9907,                0.99284,                  0.995,                0.90444,                0.51528,                0.24972,                0.80131,             0.00011763,             0.00011763,             0.00011763
                     84,                0.79863,                0.36755,                0.87184,                0.99164,                0.99008,                  0.995,                0.90547,                0.52108,                0.24932,                0.80308,             0.00011144,             0.00011144,             0.00011144
                     85,                0.79977,                0.36901,                0.86732,                0.99362,                0.99042,                  0.995,                0.89972,                  0.511,                0.24524,                0.80079,             0.00010525,             0.00010525,             0.00010525
                     86,                0.84758,                 0.3881,                0.87689,                0.99279,                0.99105,                  0.995,                0.90293,                0.51665,                0.24477,                0.80115,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     87,                0.79371,                0.36741,                0.86885,                 0.9939,                0.99396,                  0.995,                0.90749,                0.50876,                 0.2392,                0.80054,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     88,                0.82092,                0.37854,                0.87898,                0.99556,                0.99888,                  0.995,                0.90584,                0.50944,                0.23866,                0.80078,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     89,                0.80124,                0.37302,                0.86286,                0.99555,                 0.9987,                  0.995,                0.90795,                0.51013,                0.23499,                 0.8018,               8.05e-05,               8.05e-05,               8.05e-05
                     90,                0.78761,                0.36815,                0.85663,                0.99547,                0.99972,                  0.995,                0.91102,                0.50594,                0.23244,                0.80132,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     91,                0.85119,                0.38925,                 0.9178,                0.99418,                      1,                  0.995,                0.90591,                0.51382,                0.23581,                0.80141,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     92,                0.87254,                0.40233,                0.93163,                0.98906,                0.99909,                  0.995,                0.90588,                0.51267,                0.23728,                 0.8018,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     93,                0.84593,                0.40041,                0.91221,                0.99041,                0.99837,                  0.995,                0.90736,                0.51456,                0.23654,                0.80186,              5.575e-05,              5.575e-05,              5.575e-05
                     94,                0.81295,                0.38546,                0.90176,                0.99267,                0.99799,                  0.995,                0.90605,                0.51673,                0.23802,                0.80186,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     95,                0.81747,                0.38635,                0.90725,                0.99291,                0.99801,                  0.995,                0.90516,                0.51116,                0.23776,                0.80136,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     96,                0.81414,                0.39183,                0.89562,                0.99296,                0.99802,                  0.995,                0.90489,                0.51403,                0.23648,                0.80164,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     97,                0.76647,                0.37014,                0.87354,                0.99252,                0.99675,                0.99495,                0.90705,                0.51326,                 0.2334,                0.80161,                3.1e-05,                3.1e-05,                3.1e-05
                     98,                0.79791,                 0.3848,                0.89579,                0.99191,                0.99683,                0.99495,                0.90692,                0.51079,                0.23188,                0.80142,             2.4813e-05,             2.4813e-05,             2.4813e-05
                     99,                0.78661,                0.37833,                0.89883,                0.99205,                  0.997,                0.99495,                0.90956,                0.50892,                0.23279,                0.80125,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    100,                0.77196,                0.36603,                0.88801,                0.99221,                0.99718,                0.99495,                0.90633,                 0.5085,                0.23231,                0.80124,             1.2438e-05,             1.2438e-05,             1.2438e-05
