                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.2154,                0.64712,                 1.0015,                0.98282,                0.98858,                0.99399,                0.86755,                0.60354,                 0.3312,                 0.8251,             0.00045794,             0.00045794,             0.00045794
                     29,                 1.1964,                0.63224,                 1.0045,                0.99699,                0.99952,                  0.995,                0.86496,                0.60594,                0.31278,                0.82691,             0.00045175,             0.00045175,             0.00045175
                     30,                 1.2164,                0.63539,                 1.0079,                0.99321,                0.99862,                  0.995,                0.85509,                0.62409,                0.32719,                0.83322,             0.00044556,             0.00044556,             0.00044556
                     31,                 1.2143,                0.62499,                 1.0062,                0.92712,                0.97045,                0.99166,                0.85603,                0.61501,                0.45764,                0.82927,             0.00043937,             0.00043937,             0.00043937
                     32,                 1.1939,                0.60797,                 1.0145,                0.99648,                0.99915,                  0.995,                0.84276,                0.66202,                0.32802,                0.83934,             0.00043319,             0.00043319,             0.00043319
                     33,                 1.1925,                0.59365,                 1.0061,                0.99379,                0.99611,                  0.995,                0.84837,                0.67458,                   0.34,                0.84296,               0.000427,               0.000427,               0.000427
                     34,                 1.1647,                 0.6202,                0.99828,                0.99568,                0.99792,                  0.995,                0.87043,                0.59262,                0.30488,                0.82175,             0.00042081,             0.00042081,             0.00042081
                     35,                 1.1664,                0.60051,                0.99215,                0.99701,                0.99993,                  0.995,                0.86373,                0.61015,                0.30948,                0.82812,             0.00041462,             0.00041462,             0.00041462
                     36,                 1.1475,                0.56789,                0.99454,                0.99697,                0.99921,                  0.995,                0.86943,                 0.6063,                0.29709,                0.82878,             0.00040844,             0.00040844,             0.00040844
                     37,                 1.1925,                0.60714,                  1.005,                0.99171,                0.99154,                0.99467,                0.85908,                0.59208,                0.32551,                0.82483,             0.00040225,             0.00040225,             0.00040225
                     38,                 1.1823,                0.60009,                0.99391,                0.99261,                0.99533,                0.99388,                0.87101,                0.57861,                0.30078,                0.82352,             0.00039606,             0.00039606,             0.00039606
                     39,                  1.134,                0.60145,                0.98207,                0.99515,                0.99733,                0.99498,                0.87547,                0.58537,                0.29747,                0.82264,             0.00038988,             0.00038988,             0.00038988
                     40,                 1.1535,                 0.5958,                0.99399,                0.99165,                0.99377,                  0.995,                0.86477,                0.60599,                0.30924,                0.82967,             0.00038369,             0.00038369,             0.00038369
                     41,                 1.1491,                0.55544,                0.98406,                 0.9964,                      1,                  0.995,                0.86445,                0.61669,                0.31119,                0.82873,              0.0003775,              0.0003775,              0.0003775
                     42,                 1.1336,                 0.5733,                0.97617,                0.99124,                0.99459,                0.99497,                0.87096,                0.58872,                0.30209,                0.82187,             0.00037131,             0.00037131,             0.00037131
                     43,                 1.1152,                0.56151,                0.97058,                0.97885,                0.98488,                 0.9949,                0.85731,                0.61831,                0.32681,                 0.8291,             0.00036513,             0.00036513,             0.00036513
                     44,                  1.143,                0.56587,                0.98227,                0.98485,                0.99312,                0.99493,                0.86995,                0.58698,                0.29928,                0.82273,             0.00035894,             0.00035894,             0.00035894
                     45,                 1.1664,                0.59096,                 1.0093,                0.98911,                0.99571,                  0.995,                0.87722,                0.57755,                0.30432,                0.82168,             0.00035275,             0.00035275,             0.00035275
                     46,                 1.1424,                0.57986,                0.97129,                0.99645,                0.99928,                  0.995,                0.87128,                0.60363,                0.29063,                0.82715,             0.00034656,             0.00034656,             0.00034656
                     47,                 1.1216,                0.58208,                0.97689,                0.98952,                0.99142,                  0.995,                0.87209,                0.58558,                0.31342,                0.82381,             0.00034038,             0.00034038,             0.00034038
                     48,                 1.1038,                0.55305,                  0.983,                0.98943,                 0.9992,                  0.995,                0.87287,                0.58084,                0.29923,                0.82182,             0.00033419,             0.00033419,             0.00033419
                     49,                 1.1038,                0.53817,                0.97382,                0.99087,                 0.9959,                  0.995,                0.87013,                0.57989,                0.29002,                0.82152,               0.000328,               0.000328,               0.000328
                     50,                 1.1024,                0.53707,                0.99062,                0.99644,                      1,                  0.995,                0.87142,                0.57813,                0.28964,                0.82304,             0.00032181,             0.00032181,             0.00032181
                     51,                 1.0923,                0.55007,                0.96476,                0.99767,                0.99934,                  0.995,                 0.8752,                0.58338,                0.28556,                0.82317,             0.00031562,             0.00031562,             0.00031562
                     52,                 1.0754,                0.52854,                0.96352,                0.99664,                0.99872,                  0.995,                0.87696,                0.57848,                0.28551,                0.82144,             0.00030944,             0.00030944,             0.00030944
                     53,                 1.0756,                0.54176,                 0.9673,                0.99197,                0.99588,                0.99355,                0.87777,                0.57311,                0.28029,                 0.8205,             0.00030325,             0.00030325,             0.00030325
                     54,                 1.0525,                0.52361,                0.95529,                0.99669,                0.99607,                0.99497,                 0.8794,                0.57235,                0.28869,                0.81966,             0.00029706,             0.00029706,             0.00029706
                     55,                 1.0726,                0.52381,                0.95933,                0.99651,                0.99546,                0.99497,                0.87127,                 0.5841,                0.27986,                0.82063,             0.00029088,             0.00029088,             0.00029088
                     56,                  1.062,                0.52165,                0.97209,                0.99745,                 0.9986,                  0.995,                 0.8723,                0.59765,                0.28138,                0.82929,             0.00028469,             0.00028469,             0.00028469
                     57,                 1.0462,                0.50818,                0.94608,                0.99561,                0.99762,                  0.995,                0.88194,                0.55881,                0.27916,                0.81702,              0.0002785,              0.0002785,              0.0002785
                     58,                0.99526,                0.50085,                0.94077,                0.99621,                0.99844,                  0.995,                0.88574,                0.55789,                0.26766,                0.82091,             0.00027231,             0.00027231,             0.00027231
                     59,                 1.0244,                0.50632,                0.94802,                0.99745,                      1,                  0.995,                 0.8802,                 0.5675,                0.26663,                0.82149,             0.00026613,             0.00026613,             0.00026613
                     60,                 1.0731,                 0.5028,                  0.954,                0.99623,                0.99931,                  0.995,                 0.8726,                0.60465,                0.28397,                0.83163,             0.00025994,             0.00025994,             0.00025994
                     61,                 1.0953,                0.52845,                0.97734,                0.98849,                0.99315,                0.99491,                0.86914,                0.60595,                0.28367,                0.82785,             0.00025375,             0.00025375,             0.00025375
                     62,                  1.013,                0.49782,                0.94703,                0.99216,                0.99466,                  0.995,                0.87662,                0.59844,                0.28174,                0.82568,             0.00024756,             0.00024756,             0.00024756
                     63,                 1.0295,                0.49914,                0.95378,                 0.9963,                0.99427,                  0.995,                0.87515,                0.58786,                0.27865,                0.82627,             0.00024137,             0.00024137,             0.00024137
                     64,                 1.0064,                0.49445,                0.93197,                0.99611,                0.99472,                  0.995,                0.88292,                0.56583,                0.27334,                  0.821,             0.00023519,             0.00023519,             0.00023519
                     65,                 1.0253,                0.48175,                0.94174,                0.99104,                0.99075,                  0.995,                0.87794,                0.56151,                0.27106,                0.81911,               0.000229,               0.000229,               0.000229
                     66,                 1.0005,                0.46939,                0.94088,                 0.9974,                      1,                  0.995,                0.88216,                0.56088,                0.26356,                 0.8168,             0.00022281,             0.00022281,             0.00022281
                     67,                 1.0156,                0.49505,                0.94174,                0.99792,                0.99862,                  0.995,                0.87899,                0.57748,                0.26293,                 0.8218,             0.00021662,             0.00021662,             0.00021662
                     68,                0.99433,                0.47598,                0.94363,                0.99747,                0.99989,                  0.995,                0.88336,                0.57364,                0.26532,                0.82159,             0.00021044,             0.00021044,             0.00021044
                     69,                0.96531,                0.46865,                0.92881,                 0.9981,                      1,                  0.995,                0.87772,                0.57973,                0.26329,                0.82253,             0.00020425,             0.00020425,             0.00020425
                     70,                0.98569,                0.46536,                0.93057,                0.99783,                      1,                  0.995,                 0.8778,                0.56161,                 0.2553,                0.81991,             0.00019806,             0.00019806,             0.00019806
                     71,                  0.976,                0.45675,                0.93843,                0.99763,                      1,                  0.995,                0.88212,                0.57083,                0.25718,                0.81973,             0.00019188,             0.00019188,             0.00019188
                     72,                0.99702,                0.46122,                0.93867,                0.99739,                      1,                  0.995,                0.88478,                0.57087,                  0.259,                0.81894,             0.00018569,             0.00018569,             0.00018569
                     73,                0.98614,                0.47087,                0.93943,                 0.9974,                      1,                  0.995,                0.88352,                0.56051,                0.26187,                0.81773,              0.0001795,              0.0001795,              0.0001795
                     74,                0.93567,                0.45427,                0.91788,                0.99756,                      1,                  0.995,                0.88411,                0.55416,                0.25575,                0.81688,             0.00017331,             0.00017331,             0.00017331
                     75,                0.94111,                0.43879,                0.92859,                0.99693,                0.99968,                  0.995,                0.88332,                 0.5566,                0.25016,                0.81727,             0.00016713,             0.00016713,             0.00016713
                     76,                0.98054,                 0.4559,                 0.9316,                0.99746,                0.99572,                  0.995,                0.88554,                0.55152,                0.24618,                 0.8164,             0.00016094,             0.00016094,             0.00016094
                     77,                0.92946,                0.43887,                 0.9236,                0.99619,                0.99962,                  0.995,                0.88639,                0.55647,                0.24847,                 0.8184,             0.00015475,             0.00015475,             0.00015475
                     78,                0.94916,                0.44057,                0.93495,                0.99804,                0.99743,                  0.995,                0.88329,                0.55607,                0.25107,                0.81661,             0.00014856,             0.00014856,             0.00014856
                     79,                0.92325,                0.43277,                0.91961,                0.99721,                0.99928,                  0.995,                0.88677,                0.54524,                0.24946,                0.81571,             0.00014237,             0.00014237,             0.00014237
                     80,                0.94603,                0.43178,                0.92955,                0.99747,                      1,                  0.995,                0.88745,                0.55918,                0.24911,                0.81689,             0.00013619,             0.00013619,             0.00013619
                     81,                0.93666,                0.44131,                0.91584,                0.99724,                0.99863,                  0.995,                0.88332,                0.55261,                0.24812,                0.81633,                0.00013,                0.00013,                0.00013
                     82,                 0.9073,                0.42256,                 0.9042,                0.99718,                0.99751,                  0.995,                0.88221,                 0.5478,                0.24917,                0.81367,             0.00012381,             0.00012381,             0.00012381
                     83,                0.91585,                0.42101,                0.91813,                0.99706,                0.99985,                  0.995,                0.88805,                0.54833,                0.24353,                0.81562,             0.00011763,             0.00011763,             0.00011763
                     84,                0.87674,                0.40544,                0.90422,                0.99759,                      1,                  0.995,                0.88937,                0.55371,                0.24519,                0.81636,             0.00011144,             0.00011144,             0.00011144
                     85,                 0.8706,                0.40534,                0.89609,                0.99766,                      1,                  0.995,                0.89037,                0.56076,                0.24461,                0.81592,             0.00010525,             0.00010525,             0.00010525
                     86,                0.87131,                0.40215,                0.90519,                0.99775,                      1,                  0.995,                0.88764,                 0.5498,                0.24171,                0.81544,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     87,                0.87291,                0.40809,                 0.9048,                0.99759,                      1,                  0.995,                 0.8903,                0.54121,                0.23981,                0.81397,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     88,                0.86779,                 0.3981,                0.90475,                0.99799,                      1,                  0.995,                0.88762,                0.54781,                0.23755,                0.81542,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     89,                0.86664,                0.39994,                 0.8954,                0.99797,                      1,                  0.995,                0.89131,                0.54112,                0.23709,                0.81531,               8.05e-05,               8.05e-05,               8.05e-05
                     90,                0.85863,                 0.3974,                0.89069,                0.99797,                      1,                  0.995,                0.89357,                0.54661,                0.24045,                0.81582,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     91,                0.87531,                0.38008,                0.94229,                0.99788,                      1,                  0.995,                0.88717,                 0.5546,                0.24126,                0.81734,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     92,                0.88278,                0.39125,                0.94131,                0.99798,                      1,                  0.995,                0.88435,                0.55313,                0.24388,                0.81838,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     93,                0.86552,                0.39286,                0.93668,                0.99811,                      1,                  0.995,                0.88447,                0.55644,                 0.2408,                0.81874,              5.575e-05,              5.575e-05,              5.575e-05
                     94,                0.84259,                0.38446,                0.93387,                0.99792,                      1,                  0.995,                0.88607,                0.55039,                0.24092,                0.81828,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     95,                0.83721,                  0.388,                0.93485,                0.99781,                      1,                  0.995,                0.88565,                0.54918,                0.23903,                0.81807,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     96,                0.82241,                0.37457,                0.92264,                0.99778,                      1,                  0.995,                0.88742,                0.54554,                0.23841,                0.81722,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     97,                 0.8216,                0.37586,                0.93054,                0.99792,                      1,                  0.995,                0.89022,                0.54294,                  0.239,                0.81649,                3.1e-05,                3.1e-05,                3.1e-05
                     98,                0.81838,                  0.366,                 0.9141,                0.99792,                      1,                  0.995,                0.88992,                 0.5437,                0.23857,                0.81671,             2.4813e-05,             2.4813e-05,             2.4813e-05
                     99,                0.83611,                0.37883,                 0.9371,                0.99789,                      1,                  0.995,                0.89249,                0.54236,                0.23744,                0.81654,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    100,                0.80989,                 0.3687,                0.91587,                 0.9979,                      1,                  0.995,                0.89296,                0.54162,                0.23621,                0.81632,             1.2438e-05,             1.2438e-05,             1.2438e-05
